,name,title,content,date
4768,드시모네 4500 (30포) ,좋아요,항상 잘 받아보고 있어여,2023-01-30
4769,드시모네 4500 (30포) ,항상 같이 하는 드시모네,드시모네 45005년 넘게 먹고 있어요,2023-01-30
4770,드시모네 4500 (30포) ,4일째 먹고있습니당,"유튜버 추천으로 비싸지만 장건강과 **을 챙기고 싶어서 또박배송 신청했어요 ㅎㅎ이틀째 먹은 다음날 배아파서 화장실을 갔는데엄청 부드럽게 나오는데 적게 나오는거 같아서 엥?했어요. 이거 누려고 배 아팠나 싶었거든요 ㅋㅋ근데 변기를 보니 세상에... 변기 막히는줄 알았어요2주동안 호르몬 *을 4번 먹은 뒤로 매일 변을 봤지만 시원하게는 못봤거든요세상에... 2주동안의 쌓인변들이 다 닦여서 나온줄 알았습니다 ㅋㅋ꾸준히 먹으면서 장,뇌,*** 다 좋아졌으면 좋겠네요!",2023-01-29
4771,드시모네 4500 (30포) ,좋아요,비싸지만건강을위해투자,2023-01-29
4772,드시모네 4500 (30포) ,good,꾸준히 **하고 있습니다 한결 가벼워졌어요,2023-01-29
4773,드시모네 4500 (30포) ,좋아요,좋아요 아주 좋아요,2023-01-28
4774,드시모네 4500 (30포) ,잘 먹고 있어요,잘 먹고 있습니다.,2023-01-28
4775,드시모네 4500 (30포) ,믿고먹어요,** 너무좋습니다 계속 함께할게요,2023-01-27
4776,드시모네 4500 (30포) ,정기배송합니다,정기배송으로 시켜먹고있어요. 항상 믿고먹습니다,2023-01-27
4777,드시모네 4500 (30포) ,*류성식도**상이 없어졌어요,나이 많은 언니들이 좋은 유산균먹으면 다른 영양제필요없을정도가되니 6개월정도 먹어보라고 권하더라구요 시중에 싼유산균도 많았지만 속는셈치고 함 먹어보자는 생각으로 먹기시작했는데 먹으지 3개월정도 지나니 차츰 **가 사라지는 느낌이 들면서 우와 몇년을 괴롭히던 *류성*** **가 없어졌어요 그래서 주변사람들한테 소문내고있어요,2023-01-26
4778,드시모네 4500 (30포) ,**짱,예민한 장 때문에 집 아니면 화장실 잘 못 가 여행하면 힘들어했는데 화장실 너무 잘 가구 있구요 저는 가루라 먹기가 좀 힘들긴 한데 아침 공복에 꾹 참구 먹어요 익숙해 지겠죠,2023-01-22
4779,드시모네 4500 (30포) ,계속 먹고 있어요,** 있을거라 생각하고 꾸준히 먹고있어요,2023-01-20
4780,드시모네 4500 (30포) ,진짜 최고!,잘챙겨먹다가 바빠서 조금 드문드문먹었더니 안먹은 티가 나버리더라고요...;; 잘챙겨먹을땐 이런적없었는데  열심히 챙겨먹어야겠어요 배송도 종이박스로 와서 좋습니다!,2023-01-19
4781,드시모네 4500 (30포) ,드시모네,*정또박으로 먹고있어요,2023-01-18
4782,드시모네 4500 (30포) ,드시모네,배송바뀌고 주말 지나고 오는경우는 종  기분이 안좋네요 아무리 일주일 실온보관 된다고해도 냉장 유산균인대 얼음 다녹아서 4일5일만에 배송오고 자기들은 교환못해준다고만 하면 어떻하나요? 그럼 금요일날 보내지를 말지 진짜 기분 나쁘네요 가격이 저렴한거도 아닌대 배송 신경좀 쓰세요,2023-01-18
4783,드시모네 4500 (30포) ,드시모네,4500 꾸준히 먹고 있어요,2023-01-18
4784,드시모네 4500 (30포) ,드시모네 굿입니다~,부모님 **에도 **봤어요. 비싸서 부담스럽지만 **는 좋네요.,2023-01-18
4785,드시모네 4500 (30포) ,잘 받았습니다.,아이 먹여보려 구입했어요. 포장 상태 넘 좋게 잘 받아보았구요. 아이 ***에 도움이 되길 바라요.,2023-01-18
4786,드시모네 4500 (30포) ,항상 믿고 먹어요,또박배송으로 잘 먹고 있어요 만족해요,2023-01-18
4787,드시모네 4500 (30포) ,또박이 끝나서,"일반으로 신청했는데, 또 신청해야겠다싶네요.",2023-01-17
4788,드시모네 4500 (30포) ,또박으로 잘 먹었던 제품,또 주문하려고 합니다.,2023-01-17
4789,드시모네 4500 (30포) ,가루에 거부감 없는 분이라면,이 제픔 만한 것이 없습니다.,2023-01-17
4790,드시모네 4500 (30포) ,속이 편한 제품,늘 이것만 주문해요.,2023-01-17
4791,드시모네 4500 (30포) ,항상 구매,좋은제품으로 항상 구매하고있습니다,2023-01-17
4792,드시모네 4500 (30포) ,드시모네4500,75세 나이에 평생 풀어지는 것만 보다가 드시모네4500을 **하면서부터 바나나 자루를 보니 **도 내리고 잠도 잘 오고 생활이 즐겁습니다.고밥습니다.,2023-01-16
4793,드시모네 4500 (30포) ,계속 구입 중,매일 먹고 있습니다.,2023-01-16
4794,드시모네 4500 (30포) ,건강해져여,건강해지고있습니다..,2023-01-15
4795,드시모네 4500 (30포) ,온가족이 먹고있어요,좋아요 모두 좋아해요,2023-01-15
4796,드시모네 4500 (30포) ,값어치를 하는것같아요,좋습니다 돈이안아까워요,2023-01-15
4797,드시모네 4500 (30포) ,잘먹고있어요,온가족이 잘먹고있어요,2023-01-15
4798,드시모네 4500 (30포) ,잘먹고있습니다,온가족이 잘먹고있어요,2023-01-15
4799,드시모네 4500 (30포) ,잘먹고있습니다,매달 잊지않고 배송이되니 저도 매일 잊지않고 챙겨먹네요,2023-01-13
4800,드시모네 4500 (30포) ,든든합니다,기승전장 건강 챙기는데는 최고입니다.,2023-01-13
4801,드시모네 4500 (30포) ,항상 먹는 제품,드시모네 먹고 속이 많이 편해졌어요.,2023-01-13
4802,드시모네 4500 (30포) ,좋길 바라며 먹어요,맛은 나쁘지 않아요 ㅎㅎ,2023-01-13
4803,드시모네 4500 (30포) ,장건강을 위한 좋은 습관,하루 종일 시달리는 나의 장에게 주는 좋은 선물,2023-01-12
4804,드시모네 4500 (30포) ,좋아요,소문대로 좋아요 맛도 좋아서 먹기좋아요,2023-01-12
4805,드시모네 4500 (30포) ,또박배송,"할인 혜택도 받고, 정확한 아침 배송으로 장 케어받는 유산균으로 칭찬합니다.",2023-01-11
4806,드시모네 4500 (30포) ,또박배송,아침에 변보기가 쉬워져서 꾸준히 챙겨 먹고 있네요.,2023-01-11
4807,드시모네 4500 (30포) ,처음 시작합니다,잘 열심히 꾸준히 먹어볼게요 맛 나쁘지 않네요,2023-01-11
4808,드시모네 4500 (30포) ,드시모네는 유산균 계의 원탑,다른 회사 제품도 먹었지만 드시모네가 가장 우수한것 같급니다,2023-01-10
4809,드시모네 4500 (30포) ,구매후기입니다,아내가 장 **이 안좋아 (12개월 또박)구입했는데요.두번째 날부터 배변이 좋아졌다고 합니다. 꾸준히 먹어야 하겠습니다. 감사합니다,2023-01-09
4810,드시모네 4500 (30포) ,좋은 제품,소개받아 먹었는데 이렇게 오랫동안 먹게될줄 몰랐어요적은 금액은 아니지만 건강을 위해 투자합니다,2023-01-09
4811,드시모네 4500 (30포) ,편안한 속,속이 편안하니 좋습니다~~만족합니다,2023-01-09
4812,드시모네 4500 (30포) ,꾸준히 섭취하고 있어요,꾸준히 섭취하고 있습니다편안합니다,2023-01-09
4813,드시모네 4500 (30포) ,잘먹고있어요,일년 넘었네요 건강해지는 느낌입니다,2023-01-09
4814,드시모네 4500 (30포) ,드시모네4500,꾸준하게  배송으로 섭취하고있어요믿고 먹고 있습니다,2023-01-08
4815,드시모네 4500 (30포) ,평생구매각.,장이 예민한 저희 가족은 꾸준히 섭취중입니다.,2023-01-08
4816,드시모네 4500 (30포) ,드시모네4500,매일 먹고 있어요. 잘 맞네요.,2023-01-07
4817,드시모네 4500 (30포) ,드시모네4500,매일 먹고 있어요. 잘 맞네요.,2023-01-07
4818,드시모네 4500 (30포) ,드시모네4500,유산균 중에 젤 잘맞아요.,2023-01-07
4819,드시모네 4500 (30포) ,드시모네4500,항상 구매하고 있어요~ ^^,2023-01-07
4820,드시모네 4500 (30포) ,또박또박,임산부라서 꾸준히 **중입니다.,2023-01-07
4821,드시모네 4500 (30포) ,2달에 한번씩 편해요,2달에 한반 와서 잃어버리때쯤 오네요~^^,2023-01-07
4822,드시모네 4500 (30포) ,끊을수가 없네요,**가 좋아서 중단할 수가 없네요~~ㅎㅎ평생해야하는 건가요?ㅎㅎㅎ,2023-01-07
4823,드시모네 4500 (30포) ,**에 특효에요,만성** 7살 딸 드시모네 먹고 힘들어하지 않아서 가격이 조금 비싸도 재구매합니다,2023-01-06
4824,드시모네 4500 (30포) ,드시모네4500,늘 쟁여두는 드시모넵니다~~~,2023-01-06
4825,드시모네 4500 (30포) ,드시모네 간증,성인이 되고부터 현재 마흔이될때까지 항상 배*이나고 ********에 시달렸는데 젊었을땐 **하는게 마치 살이 빠지는거처럼 여겨졌으니 나이가 들고보니 건강에 안좋은 현상이란걸 깨달았습니다이거저거 유명하다는 유산균 다 시도 해 봐도 단 한번도 **를 본적이 없었는데 너무비싸 생각도 안했던 드시모네4500을 접하고 섭취3일후부터 지금까지 건강한 변이 무엇인지 깨닫게 됐어요 *부도 좋아지고 뾰루지는 아예 안나요더 간증하고싶은데 그냥 유산균계 최고라는 말밖에 안나와요드시모네는 다먹고 엄마가 치웠나봐요사은품으로 받아 장이 건강한신랑먹였던 이또한 신랑이 좋다라고 말해준 듀얼스틱만 있어 이것만 사진 올립니당,2023-01-05
4826,드시모네 4500 (30포) ,기대하고 기대하며,그냥 믿음으로 먹고 기대하며 먹고 있어요지금보다 더 좋아지길 매일 저녁 잊지않고 먹으려고 합니다,2023-01-05
4827,드시모네 4500 (30포) ,항상 감사드립니다.,드시모네 먹고 장이 많이 편해졌어요.좋은 제품 항상  감사 하는 마음 으로 잘 먹고있습니다~^^,2023-01-05
4828,드시모네 4500 (30포) ,좋아요,또박배송으로 항상 잘 챙길수 있어서 좋아요,2023-01-05
4829,드시모네 4500 (30포) ,드시모네4500,8개월간 먹고 있어요~배변이 편안하고 또박이로 배달받아요좋아요,2023-01-05
4830,드시모네 4500 (30포) ,매번!!!,2~3정개월정도먹으면 **있을 꺼라고한것 같은디 매번 먹고있어도 **는 글쎄!!!,2023-01-04
4831,드시모네 4500 (30포) ,첫구매,"임산부라 비싼거 처음 먹어봤는데, **좋은것 같아용한번 더 사보려구여",2023-01-04
4832,드시모네 4500 (30포) ,드시모네  좋아요,꾸준히 드시모네 **했더니 장이 편안함을 느껴요장건강에는 *시나 드시모네 짱입니다요,2023-01-04
4833,드시모네 4500 (30포) ,2개월째 …,두달째 섭취중인데 아직은  잘 **를 모르겠어요.,2023-01-03
4834,드시모네 4500 (30포) ,드시모네 좋아요,드시모네 처음 출시 때부터 구입해서 먹고 있어요.,2023-01-03
4835,드시모네 4500 (30포) ,만족스러워요!,화장실 가기 힘들었는데 유산균 먹고 매일 갑니다 요거트 맛이고 먹기도 괜찮아요!,2023-01-02
4836,드시모네 4500 (30포) ,늘 믿고 먹습니다,꾸준히  먹는 제품입니다,2023-01-02
4837,드시모네 4500 (30포) ,드시모네의 차별성,이 가격에 4500억 마리 보장은 못 봤습니다.더 말이 필요할까요,2023-01-01
4838,드시모네 4500 (30포) ,매달 와주는 또박이,또박배송으로 매번 주문하기 귀찮은 저에게는 딱입니다,2022-12-31
4839,드시모네 4500 (30포) ,내건강지킴이,건강 챙기기로 드시모네 4500 이 다 하네요ㅎㅎ,2022-12-31
4840,드시모네 4500 (30포) ,먹기 편하네요,다른 유산균은 대부분 얇고 긴데.이건 입구가 넓어서 빨리 먹을수 있어 편해요,2022-12-31
4841,드시모네 4500 (30포) ,최대 보장균수,최대 보장균수 4500억! 정말 대단합니다ㅎ내 장에서 좋은 활동 부탁해~~^^,2022-12-31
4842,드시모네 4500 (30포) ,드시머네4500,장건강^^ 하루의 루틴이 되었습니다,2022-12-30
4843,드시모네 4500 (30포) ,드시모네4500,장건강 지킴이로 알고 잘먹고있어요,2022-12-30
4844,드시모네 4500 (30포) ,드시모네 4500,늘 꾸준히 먹고 있습니다,2022-12-30
4845,드시모네 4500 (30포) ,드시모네4500,유산균 드시모네4500  비싼 만큼 제값 하지요열심히먹고 있어요,2022-12-29
4846,드시모네 4500 (30포) ,드시모네4500,예전 부터 또박 배송으로 꾸준히 먹고 있는 한사람으로서  점점 아쉽네요  친환경포장 좋고 다좋은데조금씩  살짝 살짝 아숩네요,2022-12-29
4847,드시모네 4500 (30포) ,드시모네4500,또박또박 배송이 오니 편하게 냉장 보관으로 매일 먹을수있어 좋아요,2022-12-29
4848,드시모네 4500 (30포) ,드시모네4500,배변 ** 장튼튼 정말 좋아요,2022-12-29
4849,드시모네 4500 (30포) ,드시모네4500,냉장고에 두고 두고 열심히  먹고있어요,2022-12-29
4850,드시모네 4500 (30포) ,드시모네4500,꾸준하게  먹고있어요 아직 이제품 보다 더좋은 제품은 없는듯 해요 개인적인 생각^^*~,2022-12-29
4851,드시모네 4500 (30포) ,잘 먹고 있어요,잘 먹고 있어요 잘 먹고 있어요,2022-12-28
4852,드시모네 4500 (30포) ,부모님 보내드리기 좋아요,장인장모님께도 보내드렸는데 좋아요,2022-12-28
4853,드시모네 4500 (30포) ,빠르고 꼼꼼한배송,유산균중 최고라고 말할수 있습니다.조금 비싼게 유일한 단점입니다,2022-12-27
4854,드시모네 4500 (30포) ,가족의 건강 책임,매일 아침마다 드시모니 유산균으로 시작합니다 건강해지는 생활습관에 만족스러워요~ 꾸준히 할수 있도록 가격 할인 이벤트 자주 해주시길!!,2022-12-27
4855,드시모네 4500 (30포) ,늘 잘먹어요,큰애도 먹이려구요.,2022-12-27
4856,드시모네 4500 (30포) ,좋아요,꾸준히**하고 있습니다..좋습니다~~,2022-12-25
4857,드시모네 4500 (30포) ,드시모네짱 ㅠ,장 건강이 모든 건강의 시작이고 *** 보강의 시작인거같아요. 장이 편하니 모든 몸 건강이 자리잡는거 같아요. 배송도 너무 깔끔하고. 친환경적이라 너무 좋습니다.,2022-12-25
4858,드시모네 4500 (30포) ,또박배송 첫회,"또박배송 신청 첫회 상품 엄청 많이 왔네요. 루테인, 비타민, 캡슐 유산균 등등",2022-12-25
4859,드시모네 4500 (30포) ,좋다고 해서 *정까지 했는데...,좋아고 해서 비싸도 구매했는데 **은 잘모르겠어요 물론 영양제니까 *은 아닌걸 알지만 그래도 비싼돈 주고 살만한 제품은 아닌거같아요,2022-12-25
4860,드시모네 4500 (30포) ,잘먹고있어요,하루한번 꼭 챙겨먹습니다,2022-12-24
4861,드시모네 4500 (30포) ,좋아요좋아요,또박배송으로 저렴하게 먹고있어요,2022-12-24
4862,드시모네 4500 (30포) ,친정엄마에게 효도,연세가 드시면서 먹는*이 많아지니 **가 생기는 *들로 화장실 가는게 항상 힘들어하셨는데 드시모네 4500을 드시고는 이틀에 한번씩 부**운변을 보셔서 무척 좋아하셨어요,2022-12-24
4863,드시모네 4500 (30포) ,굳~ 좋아요,만족스럽고 좋습니다~ ㅎ,2022-12-23
4864,드시모네 4500 (30포) ,제일좋은,유산균입니당~~~~ 제일좋은,2022-12-23
4865,드시모네 4500 (30포) ,와우~~~~~,다릅니다.확실히~~~,2022-12-23
4866,드시모네 4500 (30포) ,크크크,제일 좋은 유산균~~~~,2022-12-23
4867,드시모네 4500 (30포) ,와우~~,***에 넘나 좋아요,2022-12-23
4868,드시모네 4500 (30포) ,제일 좋은,먹고 안먹고는 틀려요~~~%,2022-12-23
4869,드시모네 4500 (30포) ,제일좋은~~~~,유산균의 대마왕♡♡♡♡♡♡,2022-12-23
4870,드시모네 4500 (30포) ,굿굿굿,*정또박으로 정기적으로 배송받아서 잘 먹고 있습니다가격이 비싸나 **가 있는 것 같아 좋습니다,2022-12-22
4871,드시모네 4500 (30포) ,언제나,언제나 항상 같은시간에 먹네요참 좋아요,2022-12-22
4872,드시모네 4500 (30포) ,맛도 좋아요,맛도 좋고 몸도 좋고 가격도 좋고...,2022-12-22
4873,드시모네 4500 (30포) ,좋네요,먹을수록 좋은걸 느껴요.잘 먹어야 겠어요,2022-12-22
4874,드시모네 4500 (30포) ,몇달째 먹고 있는데…,저한테는 아주 잘 맞고 좋은거 같아요. 배변도 잘되거 만족합니다,2022-12-21
4875,드시모네 4500 (30포) ,드시모네 후기,유산균 가격이 비싸서 망설여지긴 했지만 확실히 다른것 같기는 함,2022-12-21
4876,드시모네 4500 (30포) ,엄마집또박배송,엄마집 또박배송  드시모네가 효자에요,2022-12-21
4877,드시모네 4500 (30포) ,드시모내,온가족이 먹는 드시모네  다음날 아침 변이 달라요,2022-12-21
4878,드시모네 4500 (30포) ,항상 먹고있네요,항상 챙겨먹고있는 드시모네 4500!좋아요 ~,2022-12-19
4879,드시모네 4500 (30포) ,*시 드시모네~,드시모네 4500 또박배송 최고네요,2022-12-19
4880,드시모네 4500 (30포) ,계속 주문중,계속 먹는 제품 이에요택배회사가 바뀌면서 며칠 늦게오니  좀  아쉽네요,2022-12-19
4881,드시모네 4500 (30포) ,또박배송,3년차 입니다 장건강 지키세요,2022-12-19
4882,드시모네 4500 (30포) ,드시모네,좋아요!! 맛있는 드시모네,2022-12-19
4883,드시모네 4500 (30포) ,우리가족 장건강,드시모네 정말 좋습니다,2022-12-19
4884,드시모네 4500 (30포) ,좋아요,믿고 먹는 드시모네 또박배송장건강 좋아요!,2022-12-19
4885,드시모네 4500 (30포) ,좋아요,믿고 먹는 또박배송,2022-12-19
4886,드시모네 4500 (30포) ,꾸준히,먹고 있는 제품 이에요,2022-12-18
4887,드시모네 4500 (30포) ,꾸준히,주문해서 먹고있어요,2022-12-18
4888,드시모네 4500 (30포) ,유산균의 명품,어머니도 저도 ** 좋아요.,2022-12-18
4889,드시모네 4500 (30포) ,또박배송 12회차! 만족하고 있어요 ^^,드시모네 4500 또박배송 12회차 입니다. 처음엔 가격이 좀 부담되긴 했는데꾸준히 먹다보니 참 좋은 것 같아요~^^앞으로도 계속 이용할 예정입니다~!,2022-12-17
4890,드시모네 4500 (30포) ,구매후기입니다,매일 한포씩 먹고 있는데 좋은것 같네요,2022-12-17
4891,드시모네 4500 (30포) ,유산균 잘 먹고 있어요,건강을 위해서 챙겨먹기 시작했는데 다른 유산균보다 훨씬 **가 좋네요,2022-12-16
4892,드시모네 4500 (30포) ,다 떨어져서 또 구매합니다.,혼자만 먹다가 추천해서 지금 또 구매합니다.4500 꾸준히 먹으니 확실히 속이 다르네요운동도 꾸준히 하면서 장건강 챙기려합니다.모두들 화이팅하세요~! ㅎㅎ,2022-12-15
4893,드시모네 4500 (30포) ,넘 좋아요,먹고 나서 장 화장실가기가 넘 편해요.정말 최고네요.,2022-12-15
4894,드시모네 4500 (30포) ,드시모네4500,3세 아기도 조금씩 섭취하는데 괜찮습니다,2022-12-13
4895,드시모네 4500 (30포) ,드시모네4500,**가 있는것같아서 부모님께도 장건강위해 드시모네4500 추천해드렸어요.,2022-12-13
4896,드시모네 4500 (30포) ,드시모네4500,장건강위해서 관리중입니다. 가족들도 함께먹을수있어서 좋아요.,2022-12-13
4897,드시모네 4500 (30포) ,드시모네4500,장***위해서또박배송하면서 먹고있어요. 건강해지길 기대합니다,2022-12-13
4898,드시모네 4500 (30포) ,드시모네4500,드시모네 꾸준히 섭취하고있어요장이 건강해진다는 느낌 받아요,2022-12-13
4899,드시모네 4500 (30포) ,***에 좋아요.,화** ***에 좋습니다.,2022-12-13
4900,드시모네 4500 (30포) ,제품 밀봉 이상하다고 올리니까 삭제하네요,두박스가 밀봉이 이상하다고 올렸는데 왜 삭제합니까?? 밑에 안내글에서 문제가 될 사항에 예시에 들어갑니까 이게?? 사실이었는데,2022-12-13
4901,드시모네 4500 (30포) ,몸을 깨워줘요,빈속에 물한컵 마시고 4500  하나를 먹어요온 몸이 스멀스멀 일어나는 기분~잠시후 화~실을 갑니다편한 장 스킬^^아주 감사히 먹고 있어요,2022-12-12
4902,드시모네 4500 (30포) ,또박배송,또박배송으로 먹으니까 편리하고 좋아요,2022-12-11
4903,드시모네 4500 (30포) ,좋아요,건강을 위해 꼬박꼬박 챙겨 먹고 있어요,2022-12-11
4904,드시모네 4500 (30포) ,또박배송,또박배송으로 먹으니까 편리하고 좋아요,2022-12-11
4905,드시모네 4500 (30포) ,좋아요,건강을 위해 꼬박꼬박 챙겨 먹고 있어요,2022-12-11
4906,드시모네 4500 (30포) ,잘 먹었습니다 ~~,잘 사용중입니다 ~~,2022-12-11
4907,드시모네 4500 (30포) ,너무 너무 좋아요,** 만점 계속 쭈욱~~,2022-12-11
4908,드시모네 4500 (30포) ,잘 받았습니다. ^^,항상 잘 먹고있습니다.,2022-12-11
4909,드시모네 4500 (30포) ,잘 받았습니다. ^^,포장도 깔끔하고 좋아요. ^^*,2022-12-11
4910,드시모네 4500 (30포) ,잘 받았습니다.,포장이 다시 종이로 바뀌어서 너무 좋아요. ^^*,2022-12-11
4911,드시모네 4500 (30포) ,잘 받았습니다. ^^,늘 감사히 잘 먹고 있어요. ^^*,2022-12-11
4912,드시모네 4500 (30포) ,** 좋습니다,가격이 좀 싸면 좋은데..**가좋아요,2022-12-11
4913,드시모네 4500 (30포) ,남편도 좋대요,남편도 같이먹기 시작하는데 좋다고합니다,2022-12-11
4914,드시모네 4500 (30포) ,늦은후기,** 좋습니다 추천이요,2022-12-11
4915,드시모네 4500 (30포) ,항상 좋아서 먹고 있습니다,또박배송 좋아요 **도 굿,2022-12-11
4916,드시모네 4500 (30포) ,또박배송,꾸준히 먹으니 화장실을 부담없이 가서 좋아요,2022-12-09
4917,드시모네 4500 (30포) ,또박배송으로 늘 먹는제품,진짜 거진 1년반넘게 또박배송으로  꾸준히 먹고 있어여 ㅎㅎㅎ 진짜 먹고 않먹고가 틀려요 ㅎㅎ 그래서 계속 끊지않고 먹는중 ㅎㅎㅎㅎ,2022-12-09
4918,드시모네 4500 (30포) ,또박배송,꾸준히 먹으니까 좋아요,2022-12-08
4919,드시모네 4500 (30포) ,좋아요,먹은 지 얼마 안됐지만장이 편한 느낌이예요,2022-12-07
4920,드시모네 4500 (30포) ,드시모네 4500,우리가족 장건강에 일등 공신,2022-12-06
4921,드시모네 4500 (30포) ,드시모네 4500,첫 구매이후  꾸준하게 먹고 잇어요,2022-12-06
4922,드시모네 4500 (30포) ,드시모네 4500,오랫동안 먹고 잇어요 ㅎ,2022-12-06
4923,드시모네 4500 (30포) ,드시모네 4500,몇년째 먹고 잇어요 ㅎ,2022-12-06
4924,드시모네 4500 (30포) ,드시모네 굿,오랫동안 먹고 잇어요 ㅎ,2022-12-06
4925,드시모네 4500 (30포) ,드시모네 좋아요,오랫동안 먹고 잇어요 ㅎ,2022-12-06
4926,드시모네 4500 (30포) ,드시모네 4500,드시모네 오랫동안 먹고 잇어요,2022-12-06
4927,드시모네 4500 (30포) ,드시모네 짱,오랫동안 먹고 잇어요장건강 책임지는 드시모네 좋아요,2022-12-06
4928,드시모네 4500 (30포) ,드시모네 짱,장기간 꾸준히 먹고 잇어요장건강 책임지는 드시모네 짱!!!,2022-12-06
4929,드시모네 4500 (30포) ,드시모네 4500 짱,꾸준히 먹고 잇어요 장건강 책임지는 드시모네 짱 입니다,2022-12-06
4930,드시모네 4500 (30포) ,드시모네 4500 꾸준히,몇년째 꾸준히 먹습니다~ ㅎ장건강에 최고죠,2022-12-06
4931,드시모네 4500 (30포) ,구매후기요,엄마가 몇달동안 물변을 봐서 구입해드렀는데 **후 한달쯤부터 정상변이 나온다고 하셨어요. 맛은 분유맛이고 가루 형태라 나이가 있으신 분들은 목에 걸릴수 있어 물과함께 천천히 드시면 줗을거 같아요.,2022-12-05
4932,드시모네 4500 (30포) ,제품 불량,어떤 박스안에 있는 제품들은 전량 압축되어서 포장 뜯기도 어려운게 벌써 두번째 박스입니다.,2022-12-05
4933,드시모네 4500 (30포) ,드시모네 건강지킴이,또박배송 드시모네 장건강 좋아요매일매일 열심히 먹고 있어요,2022-12-05
4934,드시모네 4500 (30포) ,매번 또박신청,매번을 먹어도 아직은 모르겠네요,2022-12-04
4935,드시모네 4500 (30포) ,이제 **가 나옥있습니다.,속이 아주 편안해졌습니다.,2022-12-04
4936,드시모네 4500 (30포) ,*정또박으로,해지를 1년동안 못하지만그래도 10만원 안되는 금액으로 먹고있어요.,2022-12-04
4937,드시모네 4500 (30포) ,정말 좋습니다~!!!!!!,정말 좋습니다~!!!!,2022-12-04
4938,드시모네 4500 (30포) ,**가 있겠죠?,요즘 다욧중 식사량이 적어서 그런지 화장실가는게 불편해 졌는데 엄마 처럼 **를 봤으면 좋겠습니다,2022-12-03
4939,드시모네 4500 (30포) ,드시모네4500  너무 좋아요~,**인 아들 추천으로 알게된 드시모네4500.  5년째 섭취하고 있어요. ***이 좋아져서 그런지 **도 안걸리고 건강하게 지내고 있습니다~.,2022-12-03
4940,드시모네 4500 (30포) ,드시모네4500,가격이 쫌 나가긴하지만 좋습니다,2022-12-03
4941,드시모네 4500 (30포) ,드시모네4500,집사람과 같이먹기시작했습니다,2022-12-03
4942,드시모네 4500 (30포) ,드시모네4500,매일매일먹는게 쉬운건아닌데 꾸준히먹고있습니다,2022-12-03
4943,드시모네 4500 (30포) ,드시모네4500,꾸준히 먹고있습니다확실히 안먹었을때랑 다르네요,2022-12-03
4944,드시모네 4500 (30포) ,6개월 또박배송,엄마가 몇달동안 물변을 보았는데 이거 한달정도 먹으니까 변이 제대로 나온다고 하시네요. 6개월 또박배송으로 7월부터 꾸준히 드셨어요. 솔직히 가격이 많이 비싸서 부담스럽긴한데 엄마 건강에 도움이되서 기뻐요ㅎㅎ이제 이번달이면 또박배송도 끝나는데 마지막까지 잘드시고 엄마가 계속 건강하면 좋겠어요.,2022-12-03
4945,드시모네 4500 (30포) ,**가 좋음,가족에게 선물하고 **가 좋다는 말을 들음~~^^,2022-12-02
4946,드시모네 4500 (30포) ,비싼 만큼 좋았던 제품,"아이가 원인모를 대장***으로 고생하고 있었는데 이걸 먹고 많이 좋아졌습니다.솔직히 때가 되어서 좋아진 건지 이걸 먹고 좋아진 건지 긴가민가 하고, 가격도 너무 비싼 편이지만,앓는동안 **에 **한 비용이나, *값, 한*값 등등 돈쓰고 시간 낭비한 걸 생각하면 그냥 꾸준히 먹이는게 마음 편합니다.",2022-12-02
4947,드시모네 4500 (30포) ,또박케어편해요,꾸준히먹고있어요제품만족합니다또박배송으로 받아서편해요,2022-12-02
4948,드시모네 4500 (30포) ,드시모네4500,그어떤 제품보다 **가 좋아요,2022-12-02
4949,드시모네 4500 (30포) ,좋아요,아빠선물용으로 구매햇어요,2022-12-02
4950,드시모네 4500 (30포) ,매달 든든하네요,매달 잊혀버리지 않고 챙겨주셔서 감사합니당,2022-12-02
4951,드시모네 4500 (30포) ,좋아요,드시모네 처음에 네이버 카페에서 알게 됬는데 유산균수보고 놀라고 가격에 놀랐지만 또박배송덕에 지금은 가격이 많이 착해졌네요그만큼 오래되었지만 **도 보고 있으니 이제는 추가해볼까 고민중 입니다,2022-12-02
4952,드시모네 4500 (30포) ,**있어요,처음에 고민했지만 **가 있으니 엄마도 만족하십니다,2022-12-02
4953,드시모네 4500 (30포) ,좋아요,가격이 있어서 첨에 고민했지만 지금은 잘했다고 생각합니다* 먹는것보다 건강에도 도움이 되는것 같아서 만족합니다,2022-12-02
4954,드시모네 4500 (30포) ,**있어요,다른제품보다 유산균 수가 많아서 그런지 **가 있습니다간혹 힘들땐 하나 더 먹으면 좋네요추가 또박 신청할까 늘 고민하고 있는데 가격이 만만치 않아서 고민중입니다,2022-12-02
4955,드시모네 4500 (30포) ,좋아요,화장실갈때 힘들어 하셨는데 이젠 좀편하시다고 하네요,2022-12-02
4956,드시모네 4500 (30포) ,만족합니다,벌써 인연이 된지 오래되었네요만족합니다,2022-12-02
4957,드시모네 4500 (30포) ,드시모네,장이 안좋아서 지인한테 추천받고 몇년째 꾸준히 먹고있는데 넘 좋습니다,2022-12-01
4958,드시모네 4500 (30포) ,드시모네 4500,몇년째 꾸준히 먹으며 장건강 지키고 있어요.,2022-12-01
4959,드시모네 4500 (30포) ,우리집 필수,잘 먹고 있어요!확실히 유산균수가 많으니 다르네오,2022-12-01
